displayName,position,pred_safety_tackle_prob
Eddie Jackson,SS,0.945914924
Jabrill Peppers,SS,0.945921123
Tashaun Gipson,FS,0.94598192
Minkah Fitzpatrick,FS,0.946005285
Xavier Woods,FS,0.946109474
Eddie Jackson,SS,0.946126163
Nasir Adderley,FS,0.94614321
Chuck Clark,SS,0.946149111
Nick Scott,SS,0.94615829
Richie Grant,SS,0.946167469
Eddie Jackson,SS,0.946187913
Tyrann Mathieu,FS,0.946237564
Richie Grant,SS,0.946239054
Richie Grant,SS,0.946239054
Jalen Thompson,FS,0.94623971
Geno Stone,SS,0.946285307
Quandre Diggs,FS,0.946300626
Eric Rowe,SS,0.946314871
Mike Edwards,FS,0.946330547
Jaquan Brisker,SS,0.946337402
Rodney Thomas,FS,0.946398318
John Johnson,FS,0.946402073
Eddie Jackson,SS,0.946445405
Kamren Curl,SS,0.946449459
Mike Edwards,FS,0.946456552
Talanoa Hufanga,SS,0.946469247
Nick Scott,SS,0.946477354
Antoine Winfield,FS,0.946483135
Justin Simmons,FS,0.946510434
Kareem Jackson,SS,0.946547329
Tyrann Mathieu,FS,0.946569502
Jaquan Brisker,SS,0.946572959
Antoine Winfield,FS,0.946589708
Justin Evans,SS,0.946606159
Justin Evans,SS,0.946606159
Kerby Joseph,SS,0.946628153
Andre Cisco,SS,0.946640909
Taylor Rapp,FS,0.94664675
Tyrann Mathieu,FS,0.946651042
Jalen Thompson,FS,0.946666181
Jessie Bates,FS,0.946726859
Justin Simmons,FS,0.946737051
Duron Harmon,SS,0.946740985
Duron Harmon,SS,0.946740985
Nick Scott,SS,0.946792066
Geno Stone,SS,0.946799219
Jalen Pitre,FS,0.946803808
Jalen Pitre,FS,0.946803808
Jalen Pitre,FS,0.946810782
Chauncey Gardner-Johnson,SS,0.946822107
Richie Grant,SS,0.946831703
Jaquan Johnson,FS,0.946892977
Jalen Pitre,FS,0.946956754
Eddie Jackson,SS,0.946967542
Devin McCourty,FS,0.946978271
Kevin Byard,FS,0.947003186
Marcus Williams,FS,0.947039604
Ugochukwu Amadi,FS,0.947091401
Jaylinn Hawkins,FS,0.947126865
Rayshawn Jenkins,SS,0.947152734
Eddie Jackson,SS,0.947158933
Richie Grant,SS,0.947165251
Richie Grant,SS,0.947165251
Rodney Thomas,FS,0.947168887
Rodney Thomas,FS,0.947168887
Jalen Pitre,FS,0.947178185
Josh Metellus,SS,0.947185397
Rodney Thomas,FS,0.947201192
Rodney Thomas,FS,0.947201192
Kyle Dugger,FS,0.947317123
Kyle Dugger,FS,0.947323143
Will Harris,SS,0.947436213
Budda Baker,SS,0.947440624
Marcus Maye,FS,0.947467268
Jalen Pitre,FS,0.947468579
Geno Stone,SS,0.947469711
Jevon Holland,FS,0.947474957
Jaquan Brisker,SS,0.947550416
Darnell Savage,SS,0.947555006
Antoine Winfield,FS,0.94755739
Vonn Bell,SS,0.947558045
Jaylinn Hawkins,FS,0.947566688
Quandre Diggs,FS,0.947585523
Dane Belton,FS,0.947620869
Dane Belton,FS,0.947620869
Bobby McCain,FS,0.947622597
Nick Scott,SS,0.947624087
Quandre Diggs,FS,0.94768554
Mike Edwards,FS,0.947712421
Eddie Jackson,SS,0.947714448
Jaquan Johnson,FS,0.947717845
Eddie Jackson,SS,0.947739244
Jaylinn Hawkins,FS,0.947749555
Nick Scott,SS,0.947763443
Malik Hooker,FS,0.947769344
Rudy Ford,SS,0.947794616
Rudy Ford,SS,0.947794616
Darnell Savage,SS,0.947805524
Darnell Savage,SS,0.947805524
Darnell Savage,SS,0.947805524
Keanu Neal,FS,0.947898924
Tashaun Gipson,FS,0.947930515
Malik Hooker,FS,0.94796741
Richie Grant,SS,0.948013484
Ryan Neal,SS,0.948032022
Adrian Amos,FS,0.948063374
Geno Stone,SS,0.948081195
Derwin James,FS,0.948165596
Nasir Adderley,FS,0.948214471
Eric Rowe,SS,0.948219419
Rodney Thomas,FS,0.948260903
Andre Cisco,SS,0.948290467
Geno Stone,SS,0.948301315
Malik Hooker,FS,0.948326051
Nick Scott,SS,0.94834429
Kevin Byard,FS,0.948401213
Marcus Williams,FS,0.948419452
Jayron Kearse,FS,0.948423326
Marcus Epps,SS,0.948435783
Tashaun Gipson,FS,0.948440611
Jaquan Brisker,SS,0.948543012
Richie Grant,SS,0.948549211
Richie Grant,SS,0.948549211
Israel Mukuamu,SS,0.948579907
Tracy Walker,FS,0.94858247
Quandre Diggs,FS,0.948597074
Jaquan Johnson,FS,0.948655844
Rodney Thomas,FS,0.948684156
Tre Norwood,FS,0.94870007
Geno Stone,SS,0.948736727
Terrell Edmunds,SS,0.948763371
Terrell Edmunds,SS,0.948807657
Tyrann Mathieu,FS,0.948837101
Jaquan Johnson,FS,0.948867977
Nick Scott,SS,0.948910534
Budda Baker,SS,0.94893533
Geno Stone,SS,0.94893831
Chuck Clark,SS,0.948964715
Rodney Thomas,FS,0.948969245
Rodney Thomas,FS,0.948969245
Kyle Dugger,FS,0.948993683
Jayron Kearse,FS,0.94900316
Eddie Jackson,SS,0.949030399
Geno Stone,SS,0.949132025
Bobby McCain,FS,0.949173033
Adrian Phillips,SS,0.94919461
Jaquan Brisker,SS,0.949223518
Quandre Diggs,FS,0.949229419
Tyrann Mathieu,FS,0.949235618
Andre Cisco,SS,0.949282885
Chauncey Gardner-Johnson,SS,0.949319959
Budda Baker,SS,0.949332297
Kamren Curl,SS,0.949359417
Vonn Bell,SS,0.949377656
Marcus Maye,FS,0.949378967
Geno Stone,SS,0.949390113
Quandre Diggs,FS,0.949449241
Nick Scott,SS,0.949508786
Jaquan Brisker,SS,0.949522853
Tyrann Mathieu,FS,0.949537575
Terrell Edmunds,SS,0.949541867
Jaquan Brisker,SS,0.949558616
Josh Jones,FS,0.949561238
Marcus Williams,FS,0.949666679
Donovan Wilson,SS,0.949710727
Tashaun Gipson,FS,0.949723959
Josh Metellus,SS,0.949766457
Rodney Thomas,FS,0.949837744
Rodney Thomas,FS,0.949837744
Kyle Dugger,FS,0.949947655
Amani Hooker,FS,0.949997902
Xavier McKinney,FS,0.950016081
Richie Grant,SS,0.950038612
Eddie Jackson,SS,0.950119913
Julian Love,SS,0.95012337
Antoine Winfield,FS,0.950129092
Nick Scott,SS,0.950153112
Kyle Dugger,FS,0.950154364
Kyle Dugger,FS,0.950154364
Kyle Dugger,FS,0.950154364
Adrian Amos,FS,0.950163424
Julian Love,SS,0.950174928
Jevon Holland,FS,0.950182915
Richie Grant,SS,0.950245023
Nasir Adderley,FS,0.9502635
Jalen Thompson,FS,0.950283408
Jessie Bates,FS,0.950299025
Marcus Williams,FS,0.950314641
Jaylinn Hawkins,FS,0.950342
Rodney Thomas,FS,0.950354576
Tre Norwood,FS,0.95036006
Nick Scott,SS,0.950377524
Jalen Pitre,FS,0.950402915
Jalen Pitre,FS,0.950402915
Xavier Woods,FS,0.950410604
Josh Jones,FS,0.95047766
Jayron Kearse,FS,0.950551689
Justin Simmons,FS,0.950573206
Derwin James,FS,0.950616002
Bobby McCain,FS,0.95065099
Julian Love,SS,0.950731277
Jeremy Chinn,FS,0.95074892
Chauncey Gardner-Johnson,SS,0.950750947
Tre Norwood,FS,0.95080173
Mike Edwards,FS,0.950848103
Marcus Williams,FS,0.950915992
Johnathan Abram,SS,0.95092696
DeShon Elliott,FS,0.95095253
Tracy Walker,FS,0.950969577
Andre Cisco,SS,0.950973868
Marcus Williams,FS,0.950990915
Jaquan Brisker,SS,0.951051414
Budda Baker,SS,0.951121807
Jonathan Owens,FS,0.95116967
Jaquan Brisker,SS,0.951264501
Josh Jones,FS,0.951285005
Antoine Winfield,FS,0.951302052
Budda Baker,SS,0.951352954
Vonn Bell,SS,0.951365829
Kamren Curl,SS,0.951395929
Richie Grant,SS,0.95141089
Kyle Dugger,FS,0.951475322
Jevon Holland,FS,0.951480508
Jevon Holland,FS,0.951480508
Vonn Bell,SS,0.951502323
Budda Baker,SS,0.951551199
Andre Cisco,SS,0.95159471
Kyle Dugger,FS,0.95161432
Marcus Maye,FS,0.951625466
Malik Hooker,FS,0.95162946
Josh Jones,FS,0.951692402
Josh Jones,FS,0.951692402
Kareem Jackson,SS,0.951715529
Kerby Joseph,SS,0.9517802
Josh Jones,FS,0.951828063
Brandon Jones,SS,0.951952457
Julian Love,SS,0.951958716
Johnathan Abram,SS,0.952011883
Eric Rowe,SS,0.952045679
Brandon Jones,SS,0.952074468
Tashaun Gipson,FS,0.952090979
Adrian Amos,FS,0.952097654
Duron Harmon,SS,0.952103078
Duron Harmon,SS,0.952103078
Richie Grant,SS,0.952162623
Richie Grant,SS,0.952162623
Jalen Thompson,FS,0.952187479
Israel Mukuamu,SS,0.95219928
Bobby McCain,FS,0.952221096
Tashaun Gipson,FS,0.952230632
Devin McCourty,FS,0.952275693
Tashaun Gipson,FS,0.952317119
Tre Norwood,FS,0.952330589
Kareem Jackson,SS,0.952349186
Jaylinn Hawkins,FS,0.952351451
Justin Evans,SS,0.952355564
Justin Evans,SS,0.952355564
DeShon Elliott,FS,0.952381968
Julian Love,SS,0.952435255
Marcus Maye,FS,0.952516615
Marcus Maye,FS,0.952587008
DeShon Elliott,FS,0.952613413
Will Harris,SS,0.952644587
Rayshawn Jenkins,SS,0.952651262
Jaquan Brisker,SS,0.952659309
Rodney Thomas,FS,0.952673793
Rodney Thomas,FS,0.952673793
Tyrann Mathieu,FS,0.952678978
Andre Cisco,SS,0.952709615
Camryn Bynum,FS,0.952735364
John Johnson,FS,0.952757418
Tashaun Gipson,FS,0.952768147
Budda Baker,SS,0.952779472
Tashaun Gipson,FS,0.952798963
Nasir Adderley,FS,0.952800035
Jaquan Brisker,SS,0.952817142
Jaquan Johnson,FS,0.952895761
Tyrann Mathieu,FS,0.952934921
Terrell Edmunds,SS,0.952945769
Richie Grant,SS,0.952956557
Richie Grant,SS,0.952956557
Ryan Neal,SS,0.9530406
Kyle Dugger,FS,0.953056395
Ryan Neal,SS,0.953076839
Jonathan Owens,FS,0.953109264
Mike Edwards,FS,0.953127027
Keanu Neal,FS,0.953130782
Kevin Byard,FS,0.953156114
Johnathan Abram,SS,0.953165114
Mike Edwards,FS,0.953210056
Richie Grant,SS,0.953225911
Richie Grant,SS,0.953225911
Jaylinn Hawkins,FS,0.953249931
Tashaun Gipson,FS,0.953262389
Will Harris,SS,0.953299522
Eddie Jackson,SS,0.953314602
Mike Edwards,FS,0.953332067
Talanoa Hufanga,SS,0.953368783
Terrell Edmunds,SS,0.953423381
Andre Cisco,SS,0.953445911
Chuck Clark,SS,0.953479767
Tyrann Mathieu,FS,0.953484178
Jonathan Owens,FS,0.953539789
Richie Grant,SS,0.953554392
Ryan Neal,SS,0.95357275
Kyle Dugger,FS,0.953584015
Dane Belton,FS,0.953599274
Jaquan Brisker,SS,0.953603089
Adrian Amos,FS,0.953605831
Camryn Bynum,FS,0.953616738
Budda Baker,SS,0.953620434
Antoine Winfield,FS,0.953627288
Adrian Amos,FS,0.953668356
Adrian Amos,FS,0.953706622
Minkah Fitzpatrick,FS,0.953713596
Tashaun Gipson,FS,0.953734159
Terrell Edmunds,SS,0.953837514
Justin Simmons,FS,0.953863025
Will Harris,SS,0.953896642
Jaquan Johnson,FS,0.953947186
Julian Love,SS,0.953980625
Nick Scott,SS,0.953990579
Mike Edwards,FS,0.954035938
Darnell Savage,SS,0.954101682
Quandre Diggs,FS,0.954126418
Marcus Maye,FS,0.954135239
Eddie Jackson,SS,0.954151154
Geno Stone,SS,0.954158127
Tyrann Mathieu,FS,0.954186022
Richie Grant,SS,0.9542014
Kyle Dugger,FS,0.954211175
Adrian Phillips,SS,0.954251468
John Johnson,FS,0.954261422
Kyle Dugger,FS,0.954285204
DeShon Elliott,FS,0.954309404
Julian Love,SS,0.954332352
Brandon Jones,SS,0.954360545
Keanu Neal,FS,0.954370975
Malik Hooker,FS,0.954381764
Jaquan Brisker,SS,0.954403579
Malik Hooker,FS,0.95442909
Taylor Rapp,FS,0.954458535
Keanu Neal,FS,0.954479814
Jonathan Owens,FS,0.954495847
Nick Scott,SS,0.954560399
Quandre Diggs,FS,0.954643488
Budda Baker,SS,0.954696417
Malik Hooker,FS,0.954787493
Josh Jones,FS,0.954797685
Bobby McCain,FS,0.954849541
Quandre Diggs,FS,0.954887569
Malik Hooker,FS,0.95495075
Jalen Thompson,FS,0.954989552
Tashaun Gipson,FS,0.955057263
Minkah Fitzpatrick,FS,0.955109894
Richie Grant,SS,0.955110013
Kamren Curl,SS,0.955120027
Rodney Thomas,FS,0.955135047
Jaquan Brisker,SS,0.955147445
Jonathan Owens,FS,0.955171049
Richie Grant,SS,0.955243111
Richie Grant,SS,0.955243111
Derwin James,FS,0.955266654
Julian Love,SS,0.955268681
Jonathan Owens,FS,0.955300272
Chuck Clark,SS,0.955328524
Justin Simmons,FS,0.955405474
Jaquan Brisker,SS,0.955411434
Quandre Diggs,FS,0.955513299
Mike Edwards,FS,0.955515683
Josh Jones,FS,0.955535412
Josh Jones,FS,0.955535412
Nick Scott,SS,0.955558479
Kamren Curl,SS,0.95556879
Justin Simmons,FS,0.955579937
Brandon Jones,SS,0.955584824
Nick Scott,SS,0.955595136
Quandre Diggs,FS,0.955631614
Antoine Winfield,FS,0.955710113
Rodney Thomas,FS,0.955738127
Rodney Thomas,FS,0.955738127
Adrian Amos,FS,0.955747604
Nick Scott,SS,0.955752671
Andre Cisco,SS,0.955824494
Keanu Neal,FS,0.955841005
Eddie Jackson,SS,0.955849528
Jonathan Owens,FS,0.955875993
Rodney Thomas,FS,0.955938637
Rodney Thomas,FS,0.955938637
Talanoa Hufanga,SS,0.955966413
Adrian Amos,FS,0.956023693
Eddie Jackson,SS,0.956034482
Nick Scott,SS,0.956039488
Malik Hooker,FS,0.956041992
Bobby McCain,FS,0.956054211
Josh Jones,FS,0.956068516
Marcus Maye,FS,0.956101477
Rodney Thomas,FS,0.956120372
Rodney Thomas,FS,0.956120372
Richie Grant,SS,0.956145287
Jaquan Johnson,FS,0.956148148
Ugochukwu Amadi,FS,0.956171691
Jaquan Johnson,FS,0.956173122
Josh Jones,FS,0.956184447
Sean Chandler,SS,0.956189156
Jalen Thompson,FS,0.956240118
Tyrann Mathieu,FS,0.956265092
Johnathan Abram,SS,0.956268787
Marcus Williams,FS,0.956345975
Malik Hooker,FS,0.9563784
Dane Belton,FS,0.956379235
Quandre Diggs,FS,0.956402779
Darnell Savage,SS,0.956510544
Nasir Adderley,FS,0.956550598
Tyrann Mathieu,FS,0.956642509
Jaquan Brisker,SS,0.95664376
Tre Norwood,FS,0.956656039
Jessie Bates,FS,0.956700444
Adrian Amos,FS,0.956710815
Rudy Ford,SS,0.956821263
Rodney Thomas,FS,0.956872106
Rodney Thomas,FS,0.956872106
Jonathan Owens,FS,0.956874609
Jalen Pitre,FS,0.95689714
Jalen Pitre,FS,0.95689714
Chauncey Gardner-Johnson,SS,0.956917644
Nasir Adderley,FS,0.956947565
Rodney Thomas,FS,0.956953466
Josh Jones,FS,0.957009554
Josh Jones,FS,0.957009554
Jaquan Brisker,SS,0.957061291
Jayron Kearse,FS,0.957063496
Duron Harmon,SS,0.957129002
Duron Harmon,SS,0.957129002
Jonathan Owens,FS,0.957161486
Bobby McCain,FS,0.95719564
Bobby McCain,FS,0.957206368
Quandre Diggs,FS,0.95721662
Marcus Williams,FS,0.957232773
Justin Simmons,FS,0.957274497
Camryn Bynum,FS,0.957287192
Jessie Bates,FS,0.957296908
Talanoa Hufanga,SS,0.957346201
Jaylinn Hawkins,FS,0.957358718
Damar Hamlin,SS,0.957365632
Adrian Amos,FS,0.957380474
Jaquan Brisker,SS,0.957446575
Eddie Jackson,SS,0.957541466
Malik Hooker,FS,0.957562685
Minkah Fitzpatrick,FS,0.957569897
Quandre Diggs,FS,0.957611442
Ryan Neal,SS,0.957621992
Josh Jones,FS,0.957630098
Eddie Jackson,SS,0.957630634
Keanu Neal,FS,0.957655489
Josh Jones,FS,0.957674146
Julian Love,SS,0.957689464
Jessie Bates,FS,0.957698882
Jonathan Owens,FS,0.957719207
Jayron Kearse,FS,0.957744122
Rodney Thomas,FS,0.957745254
Tyrann Mathieu,FS,0.957778692
Tracy Walker,FS,0.957818508
Tre Norwood,FS,0.957874835
Rodney Thomas,FS,0.957895637
Rodney Thomas,FS,0.957895637
Geno Stone,SS,0.957895637
Jalen Pitre,FS,0.957935333
Quandre Diggs,FS,0.957977653
Tracy Walker,FS,0.9579795
Jalen Pitre,FS,0.95799911
Jalen Pitre,FS,0.95799911
Josh Jones,FS,0.958012223
Josh Jones,FS,0.958012223
Marcus Williams,FS,0.9580248
Quandre Diggs,FS,0.958036065
John Johnson,FS,0.958050549
Bobby McCain,FS,0.958142459
Kamren Curl,SS,0.958189726
Jaquan Johnson,FS,0.958206117
Darnell Savage,SS,0.958219171
Rayshawn Jenkins,SS,0.958240747
Quandre Diggs,FS,0.958248854
Jonathan Owens,FS,0.958256185
Kevin Byard,FS,0.958430469
Nick Scott,SS,0.958457053
Ryan Neal,SS,0.958464384
Ryan Neal,SS,0.958483875
Nasir Adderley,FS,0.958492577
Jayron Kearse,FS,0.958515763
Vonn Bell,SS,0.958580077
Richie Grant,SS,0.958656669
Brandon Jones,SS,0.958682179
Jessie Bates,FS,0.958714068
Devin McCourty,FS,0.958778799
Mike Edwards,FS,0.958781362
DeShon Elliott,FS,0.958793581
Josh Jones,FS,0.958861232
Josh Metellus,SS,0.958933234
Minkah Fitzpatrick,FS,0.958942115
Jaquan Johnson,FS,0.9589746
Jalen Thompson,FS,0.959009647
DeShon Elliott,FS,0.959044099
Jalen Thompson,FS,0.959057331
Eddie Jackson,SS,0.959085763
Tyrann Mathieu,FS,0.959120512
Chuck Clark,SS,0.959129155
Jessie Bates,FS,0.959183216
Grant Delpit,SS,0.959224701
Minkah Fitzpatrick,FS,0.959262013
Tashaun Gipson,FS,0.959277451
Eddie Jackson,SS,0.959312022
Tashaun Gipson,FS,0.959338009
Josh Jones,FS,0.959373116
Josh Jones,FS,0.959424138
Eddie Jackson,SS,0.959478676
Tashaun Gipson,FS,0.95949024
Tyrann Mathieu,FS,0.959496796
Justin Simmons,FS,0.959531069
Tracy Walker,FS,0.959557354
Jonathan Owens,FS,0.959586143
Eddie Jackson,SS,0.959616303
Tracy Walker,FS,0.959620178
Chauncey Gardner-Johnson,SS,0.959639907
Jessie Bates,FS,0.959655523
Amani Hooker,FS,0.959668994
Will Harris,SS,0.959686458
Jalen Thompson,FS,0.959722519
Josh Jones,FS,0.959727347
Chauncey Gardner-Johnson,SS,0.959735572
Jalen Thompson,FS,0.95974201
Kareem Jackson,SS,0.959764659
Andre Cisco,SS,0.959768176
Jalen Pitre,FS,0.959771335
Will Harris,SS,0.959821761
Eddie Jackson,SS,0.959837556
Richie Grant,SS,0.959878206
Tyrann Mathieu,FS,0.959977508
Richie Grant,SS,0.95998913
Tyrann Mathieu,FS,0.959996164
Brandon Jones,SS,0.960055768
Adrian Phillips,SS,0.960055828
Richie Grant,SS,0.960078359
Richie Grant,SS,0.960078359
Darnell Savage,SS,0.960092247
Rodney Thomas,FS,0.96010071
Rodney Thomas,FS,0.96010071
Xavier McKinney,FS,0.960130811
Quandre Diggs,FS,0.960142136
Marcus Williams,FS,0.960145056
Nasir Adderley,FS,0.960157394
Nasir Adderley,FS,0.960158944
Nick Scott,SS,0.960194409
Tyrann Mathieu,FS,0.960243344
Juju Hughes,FS,0.960267544
Bobby McCain,FS,0.960283339
Tyrann Mathieu,FS,0.960310638
Nick Scott,SS,0.960315764
Terrell Edmunds,SS,0.960417688
Rayshawn Jenkins,SS,0.960452139
Nick Scott,SS,0.96045357
Jalen Thompson,FS,0.960464001
Andre Cisco,SS,0.960505128
Nick Scott,SS,0.960607946
Richie Grant,SS,0.960616887
Richie Grant,SS,0.960616887
Rodney Thomas,FS,0.960668385
Rodney Thomas,FS,0.960668385
Jaylinn Hawkins,FS,0.960717559
Tashaun Gipson,FS,0.960740626
Minkah Fitzpatrick,FS,0.960759103
Jaquan Johnson,FS,0.9608289
Jaylinn Hawkins,FS,0.960831225
Marcus Williams,FS,0.960886121
Jonathan Owens,FS,0.960889459
Kareem Jackson,SS,0.960905373
Darnell Savage,SS,0.96093303
Andre Cisco,SS,0.960939169
Tashaun Gipson,FS,0.960965812
Rudy Ford,SS,0.960970223
Malik Hooker,FS,0.960979164
Jaquan Brisker,SS,0.961026251
Quandre Diggs,FS,0.961031139
Tashaun Gipson,FS,0.961126268
Damar Hamlin,SS,0.961140871
Rodney Thomas,FS,0.96124059
Rodney Thomas,FS,0.96124059
Marcus Maye,FS,0.961296499
Bobby McCain,FS,0.961369693
Jevon Holland,FS,0.961382329
Derwin James,FS,0.961386621
Josh Jones,FS,0.961421132
Tashaun Gipson,FS,0.961479068
Brandon Jones,SS,0.961501896
Jonathan Owens,FS,0.96151042
Devin McCourty,FS,0.96153307
Jalen Pitre,FS,0.961534083
Jalen Pitre,FS,0.961534083
Richie Grant,SS,0.961581171
Bobby McCain,FS,0.961582601
Israel Mukuamu,SS,0.961589217
Richie Grant,SS,0.961595356
Richie Grant,SS,0.961595356
Budda Baker,SS,0.961600304
Tashaun Gipson,FS,0.961612999
Josh Jones,FS,0.961649358
Adrian Phillips,SS,0.961728632
Eddie Jackson,SS,0.961730957
Minkah Fitzpatrick,FS,0.961746633
Tracy Walker,FS,0.961749494
Brandon Jones,SS,0.961764395
Tre Norwood,FS,0.961766124
Jaquan Brisker,SS,0.961771905
Rayshawn Jenkins,SS,0.961775303
Bobby McCain,FS,0.961782932
Chauncey Gardner-Johnson,SS,0.961799979
Vonn Bell,SS,0.961837292
Justin Simmons,FS,0.96187222
Quandre Diggs,FS,0.961925864
Vonn Bell,SS,0.961951792
Kamren Curl,SS,0.961952448
Antoine Winfield,FS,0.961994767
Geno Stone,SS,0.962001622
Nasir Adderley,FS,0.962020397
Ryan Neal,SS,0.962110996
Quandre Diggs,FS,0.962131023
Jalen Pitre,FS,0.96213448
Jalen Pitre,FS,0.96213448
Antoine Winfield,FS,0.962143958
Derwin James,FS,0.962173402
Jessie Bates,FS,0.962264478
Rayshawn Jenkins,SS,0.962281823
Tashaun Gipson,FS,0.962304354
Jessie Bates,FS,0.962332726
Darnell Savage,SS,0.962368369
Antoine Winfield,FS,0.962369144
Josh Jones,FS,0.962390006
Quandre Diggs,FS,0.962391853
Kamren Curl,SS,0.962394953
Bobby McCain,FS,0.96240449
Antoine Winfield,FS,0.962411106
Chuck Clark,SS,0.962413967
Justin Simmons,FS,0.962443531
Malik Hooker,FS,0.962487817
Tashaun Gipson,FS,0.962488949
Tre Norwood,FS,0.962489188
Geno Stone,SS,0.962511599
Marcus Maye,FS,0.962519407
Terrell Edmunds,SS,0.962560952
Jayron Kearse,FS,0.962627232
Tracy Walker,FS,0.962647855
Eric Rowe,SS,0.962737024
Terrell Edmunds,SS,0.96277982
Quandre Diggs,FS,0.962836742
Nasir Adderley,FS,0.962848961
Tyrann Mathieu,FS,0.962856293
Jaquan Brisker,SS,0.962923825
Tre Norwood,FS,0.962939858
Justin Simmons,FS,0.962981522
Tyrann Mathieu,FS,0.963010609
Richie Grant,SS,0.963013113
Grant Delpit,SS,0.963054061
Vonn Bell,SS,0.963055134
Tashaun Gipson,FS,0.963060319
Jalen Thompson,FS,0.963092506
Rodney Thomas,FS,0.963118732
Rodney Thomas,FS,0.963132739
Rodney Thomas,FS,0.963132739
Jessie Bates,FS,0.963152766
Marcus Williams,FS,0.963165581
Marcus Williams,FS,0.963174343
Jaquan Brisker,SS,0.96318078
Nasir Adderley,FS,0.963287294
Nick Scott,SS,0.963425338
Tyrann Mathieu,FS,0.963451147
Nick Scott,SS,0.963475227
Geno Stone,SS,0.96347934
Quandre Diggs,FS,0.963496685
Josh Jones,FS,0.963527799
Marcus Williams,FS,0.963530779
Quandre Diggs,FS,0.963566899
Rodney Thomas,FS,0.963615239
Adrian Amos,FS,0.963671148
Tyrann Mathieu,FS,0.963700831
Richie Grant,SS,0.9637205
Chuck Clark,SS,0.96372515
Kyle Dugger,FS,0.96375078
Quandre Diggs,FS,0.963765681
Malik Hooker,FS,0.963766038
Adrian Phillips,SS,0.963778555
Geno Stone,SS,0.963785172
Malik Hooker,FS,0.963786423
Vonn Bell,SS,0.963789284
Jaquan Johnson,FS,0.963806331
Jalen Thompson,FS,0.963892281
Malik Hooker,FS,0.963907003
Bobby McCain,FS,0.963943124
Jaquan Johnson,FS,0.963950634
Quandre Diggs,FS,0.964209914
Rodney Thomas,FS,0.964280427
Rodney Thomas,FS,0.964280427
Quandre Diggs,FS,0.964324415
Will Harris,SS,0.964325547
Justin Simmons,FS,0.964352906
Tashaun Gipson,FS,0.964377165
Bobby McCain,FS,0.964401782
Julian Love,SS,0.96440655
Ryan Neal,SS,0.964436054
Geno Stone,SS,0.964460254
Bobby McCain,FS,0.964482546
Richie Grant,SS,0.964532316
Bobby McCain,FS,0.96454072
Jalen Pitre,FS,0.964553177
Jalen Pitre,FS,0.964553177
Will Harris,SS,0.964581668
Vonn Bell,SS,0.964582026
Will Harris,SS,0.96458447
Bobby McCain,FS,0.964603424
Geno Stone,SS,0.964638889
Mike Edwards,FS,0.964657426
Darnell Savage,SS,0.964678645
Ryan Neal,SS,0.964793205
Antoine Winfield,FS,0.964812875
Tyrann Mathieu,FS,0.964847386
Ryan Neal,SS,0.964859486
Marcus Williams,FS,0.964882255
Rayshawn Jenkins,SS,0.964887559
Jonathan Owens,FS,0.964917421
Quandre Diggs,FS,0.964940071
Quandre Diggs,FS,0.964945138
Jalen Pitre,FS,0.964950144
Jalen Pitre,FS,0.964950144
Malik Hooker,FS,0.964953065
Jaquan Brisker,SS,0.964960039
Brandon Jones,SS,0.964966476
Devin McCourty,FS,0.965004802
Jalen Thompson,FS,0.96507138
Juju Hughes,FS,0.965087295
Juju Hughes,FS,0.965087295
Antoine Winfield,FS,0.965137661
Rodney Thomas,FS,0.965157747
Jaquan Brisker,SS,0.965171456
Nick Scott,SS,0.965174198
Andre Cisco,SS,0.96520853
Josh Jones,FS,0.96522975
Jaquan Brisker,SS,0.965301394
Will Harris,SS,0.965309262
Adrian Amos,FS,0.965347588
Jalen Thompson,FS,0.965350568
Jessie Bates,FS,0.965357125
Marcus Williams,FS,0.965370893
Josh Metellus,SS,0.965392709
Josh Jones,FS,0.965410709
Josh Jones,FS,0.965410709
Chuck Clark,SS,0.965505719
Antoine Winfield,FS,0.965557516
Brandon Jones,SS,0.96558708
Chuck Clark,SS,0.965630174
Rudy Ford,SS,0.965690553
Tashaun Gipson,FS,0.965716302
Vonn Bell,SS,0.965750694
Grant Delpit,SS,0.965766907
Geno Stone,SS,0.965778232
Jaquan Brisker,SS,0.96578151
Jaquan Brisker,SS,0.965826869
Jaquan Johnson,FS,0.965846419
Chuck Clark,SS,0.965887249
Geno Stone,SS,0.965916932
Kyle Dugger,FS,0.965949655
Chuck Clark,SS,0.965985477
Budda Baker,SS,0.96598655
Jaquan Brisker,SS,0.966066301
Jalen Thompson,FS,0.966088235
Tyrann Mathieu,FS,0.966153204
Will Harris,SS,0.966208637
Chuck Clark,SS,0.966211975
Chuck Clark,SS,0.966211975
Chuck Clark,SS,0.966211975
Kamren Curl,SS,0.966294229
Bobby McCain,FS,0.96631819
Brandon Jones,SS,0.966360331
Jaquan Brisker,SS,0.966383278
Brandon Jones,SS,0.966431379
Jessie Bates,FS,0.96647501
Tyrann Mathieu,FS,0.966516256
Jaquan Brisker,SS,0.966527581
Damar Hamlin,SS,0.966572464
Vonn Bell,SS,0.966608763
Jaquan Brisker,SS,0.966627061
Eddie Jackson,SS,0.966627717
Tashaun Gipson,FS,0.966661155
Malik Hooker,FS,0.966661692
Jayron Kearse,FS,0.96666795
Keanu Neal,FS,0.966677725
Tashaun Gipson,FS,0.96675247
